Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date)
"3,77",Nordea,Rörlig,"17 078","2,1",120212
"3,85",Handelsbanken,Rörlig,"17 079",,
"3,37",SEB,1 år,"17142",,
"3,94",Nordea,1 år,"17142",2500000,100501
"3,81",Swedbank,3 månader,"17 142","1,2 mkr",2012-01-28
"3,76",SEB,3 månader,"17 144",,
"4,13",Handelsbanken,3 månader,"17 144",,
"3,16",SEB,3 månader,"17 144",670000,2012-03-28
"4,05",Nordea,3 månader,"17 144","1,05 mkr",2012-02-16
"3,47",SEB,3 månader,"17 144",2500000,120301
"2,58",Swedbank,Rörlig,"17 144","2,4 mkr",20070101
"4,05",Nordea,Rörlig,"17 145",,
"4,17",Handelsbanken,3 månader,"17 147",,
"3,91",Handelsbanken,3 månader,"17 147","1,9 mkr",20120201
"2,9",SEB,2 år,"17147","1,5 mkr",2011-12-20
"4,3",Nordea,3 månader,"17 147","0,5 mkr",januari 2012
"3,47",Swedbank,3 månader,"17 147","1,5 mkr",April 2012
"4,22",Länsförsäkringar,Rörlig,"17 147","1,9",april 2012
"4,1",SBAB,3 månader,"17 149",,
"3,14",SEB,3 månader,"17 149",,
"4,1",Handelsbanken,2 år,"17149",,
"3,5",SEB,5 år,"17149",,
"4,1",SBAB,Rörlig,"17 149",1,-
"3,32",SEB,3 månader,"17 149","1,6 mkr",2012-02-20
"4,1",SEB,Rörlig,"17 149","2,4 mkr",20110701
"3,75",Nordea,3 månader,"17 149","2,0 mkr",Mars 2012
"2,77",SEB,1 år,"17150","1,1 mkr",20110928
"3,76",SEB,3 månader,"17 152",,
"3,7",SEB,10 år,"17152",,
"3,15",Nordea,3 år,"17153",,
"4,22",Länsförsäkringar,3 månader,"17 155",,
"3,7",Swedbank,3 år,"17155","1,04 mkr",2011-10-05
"4,15",SBAB,3 månader,"17 155",1200000,2006-04-05
"4,1",Nordea,2 år,"17155",1100000,2010-08-18
"4,2",Swedbank,3 månader,"17 155",177000,2006-10-01
"3,45",Swedbank,2 år,"17155",01.0"2,00",120308
"3,79",SEB,3 månader,"17 156",,
"3,78",SBAB,2 år,"17156",,
"3,44",SEB,5 år,"17156",1070000,100802
"4,3",Swedbank,3 månader,"17 156",1,120128
"3,95",Länsförsäkringar,Rörlig,"17 157",,
"3,4",Länsförsäkringar,2 år,"17157",,
"3,54",Swedbank,2 månader,"17 157",2000000,40601
"3,8",Danske Bank,3 månader,"17 157",1150000,ej bundet
"3,54",Swedbank,2 månader,"17 157",2000000,juni 2004
"4,2",Swedbank,3 månader,"17 158",,
"3,58",Handelsbanken,2 år,"17158",,
"3,85",Handelsbanken,3 månader,"17 158",,
"3,55",Handelsbanken,3 månader,"17 158","1,2 mkr",2012-01-05
"3,37",SEB,1 år,"17158",1000000,20111101
"4,2",Handelsbanken,1 år,"17158","1,7 mkr",2011-04-28
"4,15",Swedbank,Rörlig,"17 158","1,5",2012-03-20
"4,43",Handelsbanken,3 månader,"17 158","1,5 mkr",2012-02-01
"3,23",SBAB,2 år,"17158","1,9 mkr",Mars 2012
"3,95",Danske Bank,Rörlig,"17 158","1,2 mkr",Mars 2009
"3,6",Nordea,2 år,"17159",,
"3,6",Danske Bank,Rörlig,"17 159",,
"3,76",SEB,3 månader,"17 159",,
4,Swedbank,3 månader,"17 159",,
"3,6",Nordea,2 år,"17159",,
4,Handelsbanken,3 månader,"17 159",,
"4,6",Nordea,3 månader,"17 159",,
"3,26",SEB,1 år,"17159","1,5 mkr",20111130
"3,15",Swedbank,Rörlig,"17 159",1200000,120120
"2,7",Swedbank,Rörlig,"17 160",,
"4,29",Swedbank,2 år,"17160","1,9 mkr",20110810
"3,66",SEB,Rörlig,"17 160","1,3 mkr",2011-08-06
"4,18",Handelsbanken,3 månader,"17 161",,
"3,5",SEB,3 månader,"17 161",,
"3,97",Handelsbanken,3 månader,"17 162","1,6",2012-03-01
"3,6",Swedbank,3 månader,"17 163","2,43 mkr",2012-04-01
"3,45",Handelsbanken,Rörlig,"17 163",,
"3,42",SEB,3 månader,"17 163",,
"3,78",Swedbank,1 år,"17163",,
"3,85",Danske Bank,Rörlig,"17 163",100000 kr,2011-05-31
"3,87",Danske Bank,1 år,"17163",500000 kr,2011-05-31
4,Skandiabanken,3 månader,"17 163","1,3 mkr",120301
"4,3",Länsförsäkringar,3 år,"17163","1,7 mkr",April 2011
"4,75",Handelsbanken,Rörlig,"17 163","1,6",November 2005
"4,75",Handelsbanken,Rörlig,"17 163","1,6",November 2005
"4,1",SBAB,2 år,"17164","1,1 mkr",20111118
"3,41",SEB,3 månader,"17 164","2,0 mkr",Mars 2012
"4,16",Handelsbanken,Rörlig,"17 164",1,Mars 2012
"4,43",Handelsbanken,3 månader,"17 165",,
"3,39",Nordea,3 månader,"17 165","1,34",20120327
"3,91",Swedbank,1 år,"17166",850000,Februari 2012
"3,35",SEB,Rörlig,"17 167",,
"3,55",Swedbank,3 månader,"17 167","2,3 mkr",februari 2012
"3,48",Handelsbanken,2 år,"17168",,
"2,8",SEB,1 år,"17168",,
"3,61",Swedbank,Rörlig,"17 168",,
"3,35",Danske Bank,Rörlig,"17 168",2.3 mkr,2011-03-02
"3,61",SEB,3 månader,"17 168","1,85",2012-05-31
"3,7",Swedbank,Rörlig,"17 168",1850000,april 2012
"3,55",Swedbank,2 år,"17169",,
"3,55",SEB,5 år,"17169",,
"4,95",Swedbank,5 år,"17170",,
"3,55",Handelsbanken,1 år,"17170","4,8 mkr",2011-07-30
"5,23",SEB,3 år,"17177",,
"3,75",Swedbank,3 månader,"17 230",,
"4,5",SBAB,3 månader,"17 230",900000,apr 2012
"3,55",Swedbank,2 år,"17230","1,5 mkr",Oktober 2011
4,Swedbank,3 månader,"17 231",,
4,Swedbank,3 månader,"17 231",2 mkr,111111
"3,7",Nordea,3 år,"17232",2,20120401
"3,99",Handelsbanken,3 månader,"17 232","1,015",Mars 2012
"3,56",SEB,3 månader,"17 232",1 mkr,Januari 2009
"3,7",Swedbank,Rörlig,"17 233",3 mkr,2012-02-28
"4,2",Handelsbanken,1 år,"17234",750000,2011-06-30
"3,75",Swedbank,3 månader,"17 234","1,85",Mars 2012
"4,05",SBAB,Rörlig,"17 235",,
"4,1",Nordea,3 månader,"17 235","1,445",februari 2012
"3,36",SEB,3 månader,"17 236",,
"3,4",Nordea,3 månader,"17 236",,
"4,12",SBAB,3 månader,"17 236","1,2 mkr",20110901
"3,95",Länsförsäkringar,3 månader,"17 236","1,1",90402
"3,36",SEB,3 månader,"17 236",2400000,120321
"3,85",Swedbank,1 år,"17236",2 mkr,111101
"3,92",SBAB,2 år,"17237",,
"3,85",Länsförsäkringar,Rörlig,"17 237",,
"3,62",SEB,Rörlig,"17 237",,
"2,42",SEB,1 år,"17237",2690000,september 2011
"3,85",Länsförsäkringar,2 år,"17238",,
"3,55",SEB,2 år,"17238",955,120301
"3,65",Swedbank,3 månader,"17 238","1,4",110301
"4,5",Swedbank,3 år,"17239",,
"4,39",Handelsbanken,3 månader,"17 239",,
"4,39",Handelsbanken,3 månader,"17 239",,
"4,39",Handelsbanken,3 månader,"17 239",,
"2,95",SEB,3 månader,"17 239","1,1mkr",111129
"4,17",SBAB,3 månader,"17 239","1,6",Januari 2009
"3,9",Handelsbanken,3 månader,"17 240",,
"3,65",Nordea,3 månader,"17 262","1,7 mkr",2011-04-02
"2,95",Swedbank,Rörlig,"17 262",850000,-/-/-
"3,65",Swedbank,3 månader,"17 262",800000,2012-02-01
"3,85",Nordea,3 månader,"17 263","1,2 mkr",120220
"3,9",Nordea,3 månader,"17 263","2,0 mkr",2012-03-26
"3,72",SEB,3 månader,"17 263",550000,201203229
"3,69",Skandiabanken,2 år,"17264","1,3",2012-02-02
"3,69",Skandiabanken,2 år,"17264","1,3 mkr",2012-02-02
"3,69",SEB,3 månader,"17 264","3,8",2012-03-28
"3,77",Handelsbanken,3 månader,"17 264","2,0mkr",120402
"3,72",Swedbank,Rörlig,"17 264","1,2 mkr",2008-10-15
"3,71",SEB,3 månader,"17 265","1,4",120305
"4,3",SBAB,Rörlig,"17 265","1,3 mkr",20120303
"4,18",Handelsbanken,3 månader,"17 266",,
"4,05",Handelsbanken,3 månader,"17 266",,
"4,25",Handelsbanken,3 månader,"17 266",,
"4,08",SBAB,3 månader,"17 266",2300000,2009-11-01
"3,8",Handelsbanken,2 år,"17266",400000,Mars 2012
"4,17",Handelsbanken,3 månader,"17 266","0,4 mkr",Mars 2012
"3,8",Handelsbanken,3 år,"17266","0,4 mkr",mars 2012
"3,75",Danske Bank,Rörlig,"17 266","1,25 mkr",april 2008
"2,95",Handelsbanken,3 månader,"17 267","2,65",20090502
"3,4",Swedbank,2 år,"17268",2,2011-11-20
"3,85",Skandiabanken,3 månader,"17 269","1,65 mkr",mars 2012
"4,25",Swedbank,3 månader,"17 270",,
"3,41",SEB,3 månader,"17 270",,
"5,15",Handelsbanken,5 år,"17270","1,6 mkr",70630
"3,36",SEB,Rörlig,"17 271",,
"1,75",Nordea,2 år,"17271","1,5 mkr",20101201
"4,08",Handelsbanken,3 månader,"17 272",,
"3,7",Handelsbanken,2 år,"17272",,
"1,6",Nordea,3 år,"17272","2,1 mkr",2012-02-15
"3,1",Nordea,2 år,"17272",850000,20120220
"3,85",Nordea,3 månader,"17 272",800000,20120220
"3,6",Danske Bank,3 månader,"17 272","1,6",2009-12-31
"4,7",Handelsbanken,Rörlig,"17 272",2900000,2012-03-03
"4,01",Handelsbanken,2 år,"17272","1,4",2011-03-01
"3,93",Handelsbanken,3 månader,"17 272",900.0"0,00",2012-03-01
"3,65",Nordea,1 år,"17273",,
"3,86",SBAB,3 år,"17273",2,2012-01-01
"3,01",SEB,3 år,"17274",,
"3,75",Nordea,1 år,"17274","2,05mkr",110627
"3,75",Nordea,1 år,"17274","2,05mkr",110627
"3,68",SEB,3 månader,"17 274",900000,2012-04-04
"3,04",SEB,1 år,"17276",,
"3,6",Swedbank,3 månader,"17 276",,
4,Skandiabanken,3 månader,"17 276",2 mkr,Februari 2012
4,Skandiabanken,3 månader,"17 276",2 mkr,Februari 2012
"3,79",SBAB,3 månader,"17 277",,
"3,6",Nordea,Rörlig,"17 277",,
"4,15",Handelsbanken,3 månader,"17 277",,
"4,42",SBAB,Rörlig,"17 277",,
"4,1",Handelsbanken,3 månader,"17 277","2,5",2012-01-31
"3,9",Skandiabanken,3 månader,"17 277","1,65 mkr",April 2012
"3,8",Nordea,3 månader,"17 278","1,4 mkr",N/A
"4,43",Nordea,Rörlig,"17 278","1,3 mkr",120131
"3,6",Nordea,3 månader,"17 278","2,4 mkr",2012-04-01
"3,64",Swedbank,3 månader,"17 278",1344000,2012-01-05
"3,8",Nordea,2 år,"17278","2,2 mkr",111215
"3,8",Nordea,2 år,"17278","2,2 mkr",111215
"3,64",Handelsbanken,Rörlig,"17 279",,
"4,12",SBAB,2 år,"17441",,
"3,02",SEB,1 år,"17441","1,3",2011-10-27
"3,42",SEB,3 år,"17441","1,3",2011-10-27
"3,14",SEB,2 år,"17441","2,4",110830
"2,96",SEB,1 år,"17441","1,2",110830
"3,73",Swedbank,2 år,"17441",2507500,20111101
"3,89",Handelsbanken,3 månader,"17 441",3,20120401
"3,05",Länsförsäkringar,3 månader,"17 441",700000,2012-01-01
1,Länsförsäkringar,Rörlig,"17 441",500000,2012-03-01
"3,75",SEB,3 månader,"17 441","4,4",120402
"3,74",Handelsbanken,2 år,"17441",500000,2011-10-03
"3,52",Handelsbanken,2 år,"17441",200000,2012-02-01
"4,03",Handelsbanken,3 månader,"17 441",685000,2012-02-01
"3,55",Swedbank,Rörlig,"17 441","1,85",December 2011
"2,86",SEB,1 år,"17446",,
"3,22",SEB,3 månader,"17 446",,
"3,58",Swedbank,5 år,"17446","3,6 mkr",2012-01-16
"3,8",Swedbank,3 månader,"17 452",1300000,20111213
"4,09",SBAB,3 månader,"17 460","0,937125 mkr",2012-04-01
"3,9",Danske Bank,Rörlig,"17 461","1,5 mkr",2009-10-01
"3,78",Nordea,3 månader,"17 462",3 mkr,2011-08-01
"3,8",Danske Bank,Rörlig,"17 462",,
"2,64",Swedbank,Rörlig,"17 462",,
"3,8",Handelsbanken,3 år,"17462",,
"3,75",Swedbank,3 månader,"17 462",,
"3,45",Swedbank,Rörlig,"17 462",4000000,20111231
"3,45",Swedbank,Rörlig,"17 462",4,20111231
"3,85",SBAB,3 månader,"17 462","2,7 mkr",2012-02-14
"3,25",SEB,2 år,"17462",860000,120326
"3,75",Swedbank,5 år,"17462",4100000,Februari 2012
"3,31",SEB,3 månader,"17 475","3,8",0
3,SEB,3 månader,"17 539",,
"4,5",Swedbank,3 månader,"17 543",,
"4,28",Handelsbanken,3 månader,"17 543","2,4 mkr",2008-01-01
"3,16",SEB,2 år,"17543","1,5",2012-01-01
"4,23",Handelsbanken,3 månader,"17 543",1200000,1012-02-01
"3,17",SEB,3 månader,"17 543","1,7 mkr",Mars 2012
"4,3",Handelsbanken,Rörlig,"17 545",,
"3,85",Swedbank,3 år,"17545",,
"2,97",Handelsbanken,2 år,"17545","1,3 mkr",20101001
"3,57",Handelsbanken,3 månader,"17 545",3 mkr,20110429
"3,43",Handelsbanken,3 år,"17547",,
"3,71",SEB,3 månader,"17 547",,
"3,68",Handelsbanken,1 år,"17547","0,6",110430
"3,45",Swedbank,2 år,"17547","3,0 mkr",120225
"4,4",SBAB,Rörlig,"17 548",,
"3,98",Handelsbanken,Rörlig,"17 548",,
"3,26",SEB,3 månader,"17 548","1,857",20100528
"3,41",SEB,3 månader,"17 549",1.9mkr,20120321
"3,25",SEB,3 år,"17550",,
"4,15",SBAB,Rörlig,"17 551",,
"4,3",Swedbank,3 månader,"17 551","1,275",Februari 2012
"3,17",SEB,3 år,"17552","0,57",100928
"2,7",Swedbank,Rörlig,"17 552","1,7",2009-10-18
"3,2",SEB,2 år,"17552",2000000,111101
"3,85",Swedbank,3 månader,"17 552",2,April 2012
"3,39",SEB,2 år,"17553","1,2",20120315
"4,55",SBAB,5 år,"17554",,
"3,41",SEB,3 månader,"17 554","1,4",2012-03-22
"4,25",Swedbank,Rörlig,"17 555","2,6",2012-01-25
"4,1",Handelsbanken,3 månader,"17 556",,
"4,37",SBAB,3 månader,"17 556",,
"3,5",Handelsbanken,2 år,"17556",2500000,120101
"4,12",SBAB,3 månader,"17 556","2,2",120315
"4,23",Skandiabanken,3 månader,"17 556","0,6",Feb 2012
"3,55",Swedbank,Rörlig,"17 557",,
"4,1",Nordea,3 månader,"17 557",,
"4,4",SEB,Rörlig,"17 560",,
"4,1",Skandiabanken,3 månader,"17 560",,
"3,71",Handelsbanken,3 år,"17560",,
"3,88",Handelsbanken,3 månader,"17 560",1,120401
4,Nordea,3 månader,"17 560","1,5",120326
"3,22",SEB,2 år,"17560",2000000,120101
"3,18",SEB,3 månader,"17 564","3,1",101201
"3,3",Skandiabanken,5 år,"17564",,
"3,65",Handelsbanken,3 månader,"17 564","1,8",2012-03-30
"3,55",Danske Bank,Rörlig,"17 564","3,5 mkr",2011
"3,8",Swedbank,3 månader,"17 565","0,6",2012-02-28
"2,8",SEB,2 år,"17565",800000,20111201
"3,6",SEB,3 månader,"17 565",800000,20110301
"4,07",SBAB,Rörlig,"17 565",4000000,2007
"4,12",Länsförsäkringar,Rörlig,"17 565",3 Mkr,inte
"2,73",SEB,2 år,"17566","1,8 mkr",2011-12-28
"3,71",Swedbank,3 månader,"17 566",,
"3,44",Länsförsäkringar,3 år,"17566",,
"5,1",Handelsbanken,5 år,"17566","1,8",2007-09-28
"3,85",Danske Bank,3 månader,"17 566","0,6 mkr",Rörligt
4,Handelsbanken,3 månader,"17 567",,
"3,48",SEB,3 månader,"17 567",,
"3,8",Skandiabanken,3 månader,"17 567",290000,2012-04-01
"3,24",Swedbank,4 år,"17567",790000,2010-04-25
"2,55",Swedbank,Rörlig,"17 567",1700000,2008-01-01
"3,24",SBAB,2 år,"17567","2,5mkr",20110910
"3,84",SBAB,Rörlig,"17 567",1950000,rörligt
"2,55",Swedbank,Rörlig,"17 567","1,7 mkr",Januari 2008
"4,15",Nordea,2 år,"17568","3,1 mkr",20110821
"3,16",SEB,Rörlig,"17 568",3 mkr,2012-03-28
"4,26",SBAB,2 år,"17568","1,1mkr",2011-04-01
"3,51",SEB,3 månader,"17 568","4,2 mkr",120228
"3,51",SEB,3 månader,"17 568","4,2 mkr",120228
"3,6",SEB,3 månader,"17 568","1,5 mkr",2012-03-25
"3,75",Swedbank,2 år,"17568","2,2 mkr",20120115
"3,8",Skandiabanken,3 månader,"17 568","1,6",April 2012
"4,04",Skandiabanken,2 år,"17568","1,6 mkr",2011-03-01
"3,6",Länsförsäkringar,Rörlig,"17 568","3,8mkr",Ej bundet
"3,6",Länsförsäkringar,Rörlig,"17 568","3,8mkr",Januari 2012
"3,4",SBAB,2 år,"17568",795000,Augusti 2011
"4,1",Nordea,3 månader,"17 568",1,Jan 2012
"3,8",Handelsbanken,2 år,"17569",,
"3,95",Nordea,rörligt med räntetak,"17 569","1,6",101230
"4,14",SEB,3 månader,"17 569",1.7 mkr,december 2011
"4,05",Swedbank,Rörlig,"17 569","1,66 mkr",Februari 2012
"4,5",Nordea,3 månader,"17 569",580000,janurari 2012
"3,4",Handelsbanken,3 år,"17579","1,6 mkr",2012-04-01
"3,6",Danske Bank,Rörlig,"17 579",,
"4,15",SBAB,Rörlig,"17 579",,
4,Skandiabanken,3 månader,"17 579",,
"3,65",Nordea,Rörlig,"17 633",2,April 2012
"3,65",Handelsbanken,3 år,"17668",,
"4,1",Swedbank,Rörlig,"17 669","1,2mkr",110801
"4,2",Handelsbanken,3 månader,"17 670",,
"3,69",Handelsbanken,2 år,"17670",,
"3,5",Handelsbanken,2 år,"17670",750000,september 2011
"2,93",Handelsbanken,1 år,"17671","1,78	Mkr",2011-10-30
"3,68",SBAB,2 år,"17672",786000,2011-08-23
5,SBAB,3 månader,"17 672",475000,20120201
"3,65",SEB,1 år,"17674",,
"3,4",SEB,3 månader,"17 674","3,2 mkr",110401
"4,3",Swedbank,3 månader,"17 674",650000,2010-01-01
"3,54",SEB,3 månader,"17 674","2,7 mkr",110701
"3,46",SEB,3 månader,"17 674","1,92 mkr",20120321
"3,63",Handelsbanken,Rörlig,"17 675",400000,2012-01-01
"3,9",Skandiabanken,3 månader,"17 675","1,7 mkr",mars 2012
"4,1",Nordea,3 månader,"17 676","1,1",120227
"4,13",Handelsbanken,3 månader,"17 676",,
"3,56",SEB,Rörlig,"17 676",,
"4,15",Swedbank,3 månader,"17 676","1,7 mkr",20091115
"3,74",SEB,2 år,"17676","1,35 mkr",20110629
"3,9",Swedbank,3 månader,"17 676","3,4",2011-03-12
"3,82",SEB,3 månader,"17 676","1,6",Mars 2012
"3,65",Nordea,2 år,"17730",1350000,2011-08-01
"3,85",Swedbank,1 år,"17731","1,3 mkr",2012-04-02
"2,8",Swedbank,Rörlig,"17 735","1,0 mkr",20100722
"2,8",Swedbank,Rörlig,"17 735","1,0 mkr",2010
"4,45",Handelsbanken,Rörlig,"17 737","1,1",20090130
"4,14",SEB,3 månader,"17 738",,
"3,61",Swedbank,3 månader,"17 738","3,1 mkr",2012-04-01
"3,73",Handelsbanken,3 månader,"17 739","1,2",2012-03-31
"3,08",Handelsbanken,3 år,"17739",800000,2009-09-12
"3,74",Handelsbanken,5 år,"17739",800000,90912
3,Handelsbanken,3 år,"17739",800000,100201
"3,65",Handelsbanken,5 år,"17739",800000,100201
"3,91",SBAB,Rörlig,"17 739","1,8 mkr",20120109
"3,27",SEB,3 månader,"17 739","3,75",20120501
"3,27",SEB,2 år,"17739","3,75",20120401
"4,1",Skandiabanken,3 månader,"17 740",,
"4,12",Länsförsäkringar,3 månader,"17 740",,
"4,09",SBAB,3 månader,"17 740",,
"4,85",Swedbank,3 månader,"17 740",,
"3,5",Länsförsäkringar,2 år,"17740",2400000,2012-03-30
"3,85",Nordea,3 år,"17740","2,45 mkr",2010-01-25
"4,05",Handelsbanken,2 år,"17740","2,4 mkr",december 2011
"4,1",Skandiabanken,3 månader,"17 740","1,3",Januari 2012
"3,78",SBAB,2 år,"17743",18500000,200110530
"4,05",Nordea,3 månader,"17 743","1,0 mkr",Juni 2011
"3,8",Swedbank,3 månader,"17 743","1,5",2011
"3,46",Swedbank,3 år,"17753",850000,Mars 2012
"4,2",Nordea,3 månader,"17 757",,
"4,2",Nordea,3 månader,"17 757",,
"3,5",SEB,3 månader,"17 758",,
"3,2",SEB,3 år,"17758","1,800mkr",20100812
"3,8",Nordea,2 år,"17758","1,1 nkr",111004
"3,7",Nordea,3 månader,"17 759",,
"3,68",SEB,3 månader,"17 759","3,1 mkr",120215
"4,04",Nordea,2 år,"17759","1,7",2011-04-01
"4,22",Handelsbanken,2 år,"17759","2,1",2011
"3,9",Nordea,3 månader,"17 760",,
"3,35",Swedbank,3 månader,"17 760",,
"4,08",Handelsbanken,2 år,"17760",,
"4,57",Swedbank,3 månader,"17 760",475 tkr,120128
"3,5",Danske Bank,Rörlig,"17 760","2,8 mkr",Rörlig ränta
"3,75",SEB,3 månader,"17 761",,
"5,23",Skandiabanken,5 år,"17761",,
"3,76",SEB,Rörlig,"17 761",,
"3,91",SEB,Rörlig,"17 761",,
"4,4",Swedbank,3 månader,"17 761","1,8",2012-01-01
"3,5",Nordea,3 månader,"17 761","1,225 Mkr",april 2012
"4,1",Skandiabanken,3 månader,"17 762",935000,2012-04-01
"3,1",Nordea,3 år,"17764",,
4,Nordea,3 månader,"17 770",,
"3,76",SEB,Rörlig,"17 770",,
"3,9",Skandiabanken,3 månader,"17 770",,
"3,77",Handelsbanken,3 månader,"17 770",2,120401
"4,34",Handelsbanken,3 månader,"17 770",2800000,20100512
"3,53",SEB,3 månader,"17 770","1,15",december 2011
"4,1",Nordea,3 månader,"17 770",528000,mars 2012
"3,9",Skandiabanken,3 månader,"17 770","1,565",mars 2012
"3,51",SEB,3 månader,"17 771","3,4 mkr",20111101
"3,77",Skandiabanken,5 år,"17771",,
"2,69",Skandiabanken,2 år,"17771",,
"4,25",Nordea,Rörlig,"17 771","0,3",2010-01-01
"3,3",Swedbank,Rörlig,"17 771","2,2",Januari 2012
"3,5",Handelsbanken,1 år,"17831",,
"3,99",Swedbank,3 månader,"17 831","1,2 mkr",Februaru 2012
"3,83",Swedbank,3 år,"17832",,
3,SEB,2 år,"17832",,
"3,5",Swedbank,3 år,"17832",,
"3,8",Skandiabanken,3 månader,"17 832",,
"3,9",Danske Bank,Rörlig,"17 832",,
"3,56",SEB,Rörlig,"17 832",3 mkr,20100331
"3,6",Swedbank,3 månader,"17 832",3000000,20120328
"3,45",Swedbank,3 år,"17833",,
"3,924",Handelsbanken,3 månader,"17 834","3,361",mars2012
"3,89",SBAB,3 månader,"17 834",1650000,120402
"2,78",SEB,2 år,"17834","4,25",2011-11-15
"4,7",SEB,5 år,"17835",900000,20070528
"4,39",Swedbank,3 år,"17835",1650000,2011-05-16
"3,3",Handelsbanken,3 år,"17835","2,4",120302
"4,1",Nordea,3 månader,"17 835","1,7mkr",juni 2010
"4,1",Swedbank,Rörlig,"17 836",225000,tv
"4,3",SBAB,3 månader,"17 836",,
"3,55",Skandiabanken,2 år,"17836","2,3 mkr",Januari 2012
"3,45",Swedbank,3 månader,"17 837","2,4",2012-04-02
"4,15",Swedbank,3 månader,"17 837",,
"3,82",SEB,3 månader,"17 837",,
"3,82",SEB,3 månader,"17 837","0,35mkr",2012-03-28
"5,5",Handelsbanken,Rörlig,"17 837","1,0 mkr",Februari 2008
"3,46",SEB,3 månader,"17 837","2,1mkr",januari 2012
"4,1",Nordea,3 månader,"17 838",,
"3,42",SEB,1 år,"17838","3,4",2012-02-28
"3,74",SEB,3 månader,"17 838","3,4",2012-02-28
"3,76",Handelsbanken,2 år,"17838","3,025 mkr",Februari 2012
"3,35",Handelsbanken,2 år,"17839",,
"3,76",SEB,2 år,"17839","3,5 mkr",2010-05-28
"4,1",Nordea,3 månader,"17 839","1,4 mkr",Mars 2012
"3,68",SEB,Rörlig,"17 840",,
"4,24",SBAB,3 månader,"17 840",,
4,Swedbank,3 månader,"17 840","1,75",101230
"3,47",Nordea,3 månader,"17 840","1,3 mkr",120319
"4,05",Swedbank,Rörlig,"17 840","1,9milj",110910
"3,6",Danske Bank,Rörlig,"17 840","4,6 mkr",2011-06-01
3,Danske Bank,Rörlig,"17 841",,
"3,85",Länsförsäkringar,3 månader,"17 851",,
"4,18",Handelsbanken,3 månader,"17 851",,
"3,97",Handelsbanken,3 månader,"17 851",,
"3,95",Swedbank,3 månader,"17 851","4,5",2012-03-01
"3,55",Handelsbanken,3 månader,"17 851","2,9 mkr",2012-03-01
"2,65",Swedbank,Rörlig,"17 851",3000000,20080601
"3,75",Nordea,3 månader,"17 851",3 mkr,2012-06-01
3,Nordea,2 år,"17851",2900000,2012-03-01
"3,23",SBAB,2 år,"17851","2,7 mkr",September 2011
"3,23",SBAB,2 år,"17851","2,7 mkr",September 2011
"3,23",SBAB,2 år,"17851","2,7 mkr",September 2011
"3,23",SBAB,2 år,"17851","2,7 mkr",September 2011
"3,23",SBAB,2 år,"17851","2,7 mkr",September 2011
3,Handelsbanken,3 år,"17851","1,8",Januari 2012
"3,56",SEB,3 månader,"17 851","2,8",2011
"3,85",Swedbank,1 år,"17851","1,8 mkr",April 2011
"4,12",Swedbank,3 månader,"17 851","0,9 mkr",April 2011
3,SEB,5 år,"17852","3,3 mkr",20100901
"2,62",Swedbank,2 år,"17890","2,4 mkr",20100525
"4,13",Handelsbanken,Rörlig,"17 891",,
"3,49",Nordea,5 år,"17891",,
"3,35",Swedbank,1 år,"17891",,
"4,03",Handelsbanken,2 år,"17891","7,225 mkr",110401
"3,75",Swedbank,3 månader,"17 891",3 mkr,20120228
"3,96",Nordea,3 månader,"17 892",,
"3,6",Handelsbanken,2 år,"17960","1,6",120301
"3,71",Swedbank,Rörlig,"17 960","1,5 mkr",2006-05-01
"3,9",Swedbank,2 år,"17960","1,140 mkr",111219
"3,7",Swedbank,3 månader,"17 961",,
"3,51",SEB,2 år,"17961",,
"3,51",SEB,2 år,"17961",,
"3,78",Handelsbanken,3 månader,"17 962",2800000,2012-04-01
"3,8",SEB,3 månader,"17 963","1,7",20120320
"3,65",Swedbank,4 år,"17963","1,0 mkr",2012-03-15
"3,4",Swedbank,3 år,"17975",,
"4,34",Swedbank,3 månader,"17 975",,
"3,92",Swedbank,2 år,"17975","1,6 mkr",120201
"3,56",SEB,3 månader,"17 975",3093355,2012-03-21
"3,65",Handelsbanken,5 år,"17975",2.4 mkr,november 2010
"4,1",Nordea,Rörlig,"17 995",,
5,Nordea,1 år,"17995",,
3,Handelsbanken,3 månader,"17 995",600000,2011
"3,95",Danske Bank,Rörlig,"17 996","1,25 mkr",2008-05-02
"3,5",Handelsbanken,3 år,"17996","2,8",120228
"4,5",SBAB,Rörlig,"17 996",1800000,120226
"3,31",SEB,1 år,"17997",,
4,Nordea,3 månader,"17 997","0,8",20120202
"3,3",Swedbank,3 år,"17997","1,8 mkr",20101210
"3,85",Swedbank,3 månader,"17 998",4 Mkr,2012-03-28
"3,52",Nordea,3 månader,"18 100",,
"3,52",SEB,3 månader,"18 130",,
"3,77",Handelsbanken,3 månader,"18 130",,
"3,53",Swedbank,3 månader,"18 130",,
4,Nordea,3 månader,"18 130",,
"3,92",SEB,Rörlig,"18 130",,
"3,88",Handelsbanken,3 månader,"18 130",3 mkr,120401
"3,26",Nordea,2 år,"18130",6700000,2011-09-15
"3,59",Handelsbanken,3 månader,"18 130","2,5",2012-04-01
"3,06",SEB,2 år,"18130","1,7mkr",2012-02-28
"4,43",Handelsbanken,3 månader,"18 130",604770,2012-02-01
